tweet	sentiment
@chazdrums if i know how to do something, and have time... Its so easy to answer 	4
Wow, the house looks so different...AND OH MY GOD MY DOGGIES 	4
ahhh loved this sunny day....I am working a good sun burn on my nose 	4
@FoamingBBQ I had to read it last semester.  By &quot;read&quot; I mean skim for keywords and read online outlines.   Got an A too 	4
@dalecruse Yay! Love Box.net  My first business partner Sam Ghods is on the founding team. SO proud of him 4 building an excellent utility	4
@JonathanRKnight Glad to hear that you had such a great night! You rock &amp; I hope tonight is just the 1st of many feel good shows for you! 	4
Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  	4
@fatbellybella the media is a trip [period] we have to guard our minds...along with our hearts. Don't fret ms.badu UR THE BEST!! its true 	4
Ahh, the tedium of fixing broken file links in Inventor.  Good times.  	4
@theDebbyRyan  where!!?!? 	4
@Laatina MONDAYS ARE WHAT YOU MAKE OF IT. 	4
Well in the past two days I have had 45 min. of sleep.  I'm going to watch TV while laying in bed and try to sleep.. Night peepers 	4
I'm officially going to bed! Goodnight 	4
I now have painting clothes!   	4
@msaleem LOL not yet my brutha from anotha mutha 	4
ryanrossfanz  &lt;-- FOLLOW THEM!  Ryan is uber!	4
@JonathanRKnight you close your eyes and pick one and hit reply. 	4
@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more 	4
@QUEENIE909 hum nice 1! lol take something..LOL yeah party over there, haha u kno them drunk ass's  Will i b seeing you @ Janets party??	4
#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! 	4
Loves the German bakeries in Sydney. Together with my imported honey it feels like home 	4
I'm an uncle now! 	4
@katiehayes415 Levon...couldn't have said it better my self.  	4
@dmf71 I should change my name to qoosfr (queen of obscure science fiction references) instead of cbn2, which only 1 person understands. 	4
@DolfinFan  Our picnic will be fabulous!	4
@DaveJMatthews Welcome back to NYC! 	4
@nashipear Sorry I am talking to my best friend.. So I havent replied!!  But I can talk to you too!	4
@corinmcblide oh ok then i am gonna go and buy one for when i come up there 	4
tafe quiz then PHOTOSHOOT with my sezdawg 	4
@berofx: good luck with your challenge 	4
oh oh found some clothes!!  And i love em xD	4
Rocking out to No Doubt and gonna start up some more Neverwinter Nights 	4
@kameelahwrites phew! all that hair, gyal! 	4
keepin it real.  	4
&lt;------ Branded 	4
I'm adding my fellow PFers.  Nice to see so many of us here, too! 	4
Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. 	4
@momentbymoment1 - I'm sure you and your site will! 	4
@JonathanRKnight Good luck with the cruise!! Your gonna need it! 	4
@glutenfreegirl  well, I'm doing whatever our neighbor tells us, and if that produces vegetables, I'm cooking them!	4
@milagro88 Hi there, Cel.  How are you doing today?	4
@Chubbx Goooooood morning, Chubbx  how are you today?	4
@BrittyDS Don't blame me.  I just like good things. ;)	4
@darkknight808 okay! I think little oven again on wednesday!  7-9pm?	4
@LoriGama that's most excellent  lotsa people loving you hehe *Winks*	4
@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it 	4
amidst all these recession talks, my friend told me yesterday that she got a pay hike  it sure is a nice to hear that.	4
is now using windows and tweetdeck... temporarily... 	4
I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/	4
@robgokeemusic I know - I should have made some, taken them to my meetings &amp; I should have foreseen my sister was going 2 pick up a stray 	4
@JonathanRKnight you can DIRECT MESSAGE us/me/all of us...whatever you want 	4
@mars2thestars here it is  http://tinyurl.com/hecklerxyz	4
Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad 	4
Your Following for a Reason.....  www.facesbyrozzj.com	4
I missed twitter, ym, multiply and PET SOCIETY. I haven't been able to use the internet because I was quite busy for the past few days. 	4
@mileycyrus Juz watchin' 3 eps. of your show HM, I must say I instantly became a fan of urs! ;D Lovin' ur humor so mucho! More power 2 u! 	4
I have a new background  It didn't exactly work how I wanted but I was bored with the old one.	4
If you are at #Paragon please vote my work!  LOL	4
@mrskutcher I keep forgetting you are in a different time zone than normal! I see your 'tweets' about the morning when it's 10:45pm here! 	4
@mantia Do you have an example of the animation? I mean a youtube video or something? I'm curious to see it work. Snowing there too? 	4
@TheRudeTypist Need an invite to hunch? 	4
@JonathanRKnight Thought you were a Mac 	4
@JonathanRKnight Maybe Jordan could help you answer a few? Just an idea.. 	4
Finally made my map of Panama. &quot;What's a Panama, is that like an animal?&quot; Haha love my friends 	4
@ManyaS 	4
@ddlovato I will gladly give you the squirrel in Jenny's house if you join us. A SQUIRREL. It'll kill two birds with one stone! 	4
Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol 	4
will be part of my friend's wedding entourage. In Tagalog, abay sa kasal. I'll be carrying the veil. Thanks, Mau. 	4
@Bern_morley it's the weather, petal. don't sweat it ... oh ...  ... sorry ... 	4
@dfizzy Hey There ! How are you today? 	4
Whoops, sorry to anyone trying to email me earlier today. My inbox was full but should now be empty 	4
@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up 	4
@mademoiselledee That is one freaky movie. I like &quot;I got life&quot; 	4
Megan is hanging out 	4
Going to bed and then up early to prep for an interview in Cleveland tomorrow 	4
A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs	4
That was sick. Soma rocks. 	4
@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys..	4
@victoriaerin HEYYYYYYYYYYY YOU 	4
Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace 	4
@JonathanRKnight There is no way on earth that you can answer everyone  Will you ask Donnie if he got the gift from my 9 yr old lastnight?	4
on my psp browser for the first time in over a year 	4
@aparajuli good luck to you 	4
Is glad the Angels won their first game of the season. 	4
@misstoriblack I have absolutely no doubt that I will!  here's to your continued success 	4
Another day in the office... 2 days to go.  http://twitpic.com/2y2y1	4
@mattimassacre nice  yeah so wish I could afford those things	4
@loic I want to see that too! But it'll take so long to get 800 friends.. 	4
Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. 	4
@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? 	4
Studying with friends!  that's my update	4
@piercethevic im glad everythings going good for you guys 	4
@JonathanRKnight Don't worry about it, we are just happy to have you on here! 	4
@suplada I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. 	4
@eddieizzard You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? 	4
ty  @GR8FL - soon I upload too  Emmylou Harris � I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc	4
cheeck thiss hand cuz im marvelous ;) boy.. idk hoow im gona make it threw this weeeek 	4
Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! 	4
@jennmae awesome.  home from work around 430, and then have to take the puppy out, then to Capones. 	4
@nerdist  That photo IS Vegas 	4
@elissakim  yeah!  opening day too!	4
@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! 	4
@fmsQuatro the A's are my AL team 	4
had a really good day    off to do some shoppping	4
@kamy775 ok..I did it...hope it works now 	4
@amp451 good night  sweet dreamz	4
@i140 I hope that Scentsational doesn't get dissed 	4
will invite people to twitter. 	4
@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news 	4
@cookrn woohoo!  yeah that day i was rockin it hard core  	4
@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  	4
@imalcolmjames no internship yet but ive got a place to stay. w/ any luck i'll spend some time in teaneck before heading back to utah 	4
If I can make it to bed without running into a wall or tripping over my own feet, that is. Heh. 	4
@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result 	4
@larryczerwonka Exactly!! 	4
i wonder how long i can stay up until i pass out and wake up again at 6 	4
@DonnieWahlberg Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp; caffeine!! 	4
@Jonathanrknight so good knight and sleep well.  I know I will now!! 	4
exhausted! but glad i got to see UNC become national champs!  	4
Centrelink wasnt as bad as I thought it was going to be !!!! 	4
@davesjessica wouldn't want you any other way! 	4
Is hella excited cuz the Italian is here 	4
Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram 	4
It was quick, but exhausting. 1 day @ a time 	4
Jasmine and Bohdi are here for the holidays!! 	4
@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?	4
going outside to jump on my trampoine  WOOOT!	4
@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt;3 (L) ps everythins cool with my mates 	4
@HuntersMama1985 LOL, I was thinking the same thing 	4
@JonathanRKnight Don't feel pressured, none of us EXPECT a reply back, we're just happy to be able to listen to you talk  	4
@Suai Oh &quot;Shooter&quot; is a good movie!  Only seen it once tho.  Gotta put that back on my &quot;to watch&quot; list! 	4
@DonnieWahlberg I can tell u have spoken. FB &amp; Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...	4
@KourtneyKardash i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?	4
i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming 	4
@ma_shinka go on, Mary's listening 	4
@TheAshBall 	4
nodame cantabile is &lt;3. I think I'm falling in love with classical music. 	4
...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep.	4
@markegli &amp; @kariegli the dinner menu this week is something pasta-y (we have cheese?) and also chicken noodle soup. 	4
new jersey, here i come 	4
on facebook 	4
@Vonster good point, 2 draw  2 don't  nice quote though. I like that.	4
@Croconaw goodnight 	4
@danielkirkley Lead Me To The Cross is one of my favorites!! Great job, D!!! 	4
just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!	4
BOOM BOOM POW-oops 	4
The Super Red Diva !!!  Stupid University 	4
This latest episode of NewNowNext is like full of awesome! 	4
When you just want things to end, remember to have faith because one day, it's all going to be alright 	4
@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp;B-would love to work there!	4
@DonnieWahlberg YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. 	4
@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun.	4
Artistic affirmation from a drunk lady was kinda just what I needed! 	4
@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow 	4
A je kak�en rip od Trenutek resnice? Link, link, link 	4
Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry 	4
tweeting from my brand new Sony PSP... just because I CAN!!  	4
@MussoMitchel Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! 	4
well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone 	4
@juliaroy I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! 	4
@danielc Sorry it wasn't Wrath of Khan.  But we made do. 	4
juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n	4
@ricardooooo we'll have a geek off next time you are in Tahoe!! But you need to get miss vicky jay reciting star wars by then 	4
aww dont make me blush!	4
trying to figure this thing out 	4
watching &quot;The Princess Bride&quot; I want a Wesley!!! 	4
@lisaholmes you can buy my fiances duplex in Terwillegar 	4
@apleaforaaron i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!	4
@ddlovato I am so FUCKING jealous of you girl. Have fun though  xxx	4
@ThaStevieG my bunnys name was Lucy  you can go ahead and guess who she was named after lmao	4
@pixelpipe any updates for iPhone OS 3.0 yet? I miss you guys 	4
Denise, I love you. 	4
@ricardooooo we'll have a geek off next time you are in Tahoe!! But you need to get miss vicky jay reciting star wars by then 	4
