InvoiceDate,Make,CountryName,IsDealer,SalePrice,CostPrice,TotalDiscount,DeliveryCharge,SpareParts,LaborCost,ClientName,Model,Color,ReportingYear,ReportingMonth,Registration_Date,VehicleType,InvoiceNumber,CountryISOCode,OuterPostode,Region
2015-09-02,TVR,United Kingdom,,32500,42500,200.0,25,400,325,Wheels'R'Us,Cerbera,Silver,2015,9,2006-09-20,Coupe,37074638-A6BD-4AAE-A1B4-55A2B2B47D66,GBR,NE,Greater London Authority
2015-10-02,Jaguar,USA,,42250,42500,200.0,25,400,325,Rocky Riding,XK,Red,2015,10,2006-09-20,Saloon,426289C9-45ED-4418-AF35-7C7310277651,USA,NY,
2015-11-02,TVR,United Kingdom,,44000,42500,200.0,25,400,325,Wheels'R'Us,Tuscan,Blue,2015,11,2007-05-09,Coupe,1ACB5F7C-7FC1-4AA0-811F-1D87C53AD2DD,GBR,NE,Greater London Authority
2015-12-02,Jaguar,United Kingdom,,32500,42500,200.0,25,400,325,Bright Orange,XK,Blue,2015,12,2006-09-20,Coupe,DCC1CED6-E3B6-4FFE-A500-338249DD2D68,GBR,B,West Midlands
2015-01-02,Jaguar,United Kingdom,,44000,42500,200.0,25,400,325,Olde Englande,XJ6,Blue,2015,1,2006-09-20,Saloon,9F36DA7D-8A17-43E2-8379-51E7107663D0,GBR,TF,West Midlands
2015-02-02,Jaguar,United Kingdom,,42250,30700,200.0,25,250,250,Impressive Wheels,XJ6,Dark Purple,2015,2,2006-09-20,Saloon,07FB19ED-D3D1-4818-8228-524C658C782C,GBR,L,North West
2015-03-02,Jaguar,United Kingdom,,42250,30700,200.0,25,250,250,Olde Englande,XJ6,British Racing Green,2015,3,2005-09-20,Saloon,6713B234-CE9F-42D1-9669-88F007D28478,GBR,TF,West Midlands
2015-04-02,Jaguar,United Kingdom,,42250,30700,200.0,25,250,250,Smooth Riders,XJ6,Black,2015,4,2005-09-20,Saloon,BA148CB7-DE5A-480C-AB59-8B908042C9F4,GBR,,West Midlands
2015-05-02,Jaguar,United Kingdom,,42250,67000,200.0,25,400,250,Luxury Rentals,XK,Red,2015,5,2005-09-20,Coupe,CB60D359-3C93-41FA-92E3-BC3917797816,GBR,GL,South West
2015-06-02,Jaguar,United Kingdom,,44000,67000,200.0,25,400,250,Premium Motor Vehicles,XK,Canary Yellow,2015,6,2005-09-20,Saloon,797FD40D-7BC0-485C-80AC-A8E9EE82AB88,GBR,NE,North East
2015-07-02,Jaguar,United Kingdom,,44000,30700,200.0,25,250,250,Luxury Rentals,XJ6,Canary Yellow,2015,7,2005-09-20,Saloon,DA1DFFDD-1ED3-4D82-839B-469036C38ADB,GBR,GL,South West
2015-08-02,Jaguar,United Kingdom,,42250,30700,200.0,25,250,250,Aldo Motors,XJ6,Silver,2015,8,2005-09-20,Saloon,27731F9D-0E3D-4EA2-87CA-228B43023A64,GBR,ST,East Midlands
2015-09-02,Jaguar,United Kingdom,,42250,30700,200.0,25,250,250,Honest John,XK,Silver,2015,9,2005-09-20,Coupe,2785D58B-3360-4070-8F3F-ED510A34A151,GBR,EC,Greater London Authority
2015-10-02,Jaguar,United Kingdom,,42250,67000,200.0,25,250,250,Honest John,XK,Silver,2015,10,2005-09-20,Coupe,5B9E2117-F79B-492F-89B3-832BF2750507,GBR,EC,Greater London Authority
2015-11-02,Jaguar,United Kingdom,,42250,30700,200.0,25,250,250,Bright Orange,XJ6,Silver,2015,11,2005-09-20,Saloon,2BCA15D1-05AF-448A-81B6-3C9BDB3EF823,GBR,B,West Midlands
2015-12-02,Jaguar,United Kingdom,,44000,67000,200.0,25,400,250,Cut'n'Shut,XK,Blue,2015,12,2005-09-20,Saloon,108244C3-96AB-4EFE-A3C0-93AB8CB60DA2,GBR,M,North West
2015-01-02,Jaguar,United Kingdom,,44000,67000,200.0,25,400,250,Wheels'R'Us,XK,Blue,2015,1,2005-09-20,Saloon,FDFCA5DA-2C1B-4FBA-9361-3DC368EEDEEA,GBR,NE,Greater London Authority
2015-02-02,MGB,United Kingdom,,42250,9500,200.0,25,400,325,Olde Englande,GT,Red,2015,2,2005-09-20,Coupe,E8018B68-75E2-4E24-B7C7-780C013DC0E6,GBR,TF,West Midlands
2015-03-02,MGB,United Kingdom,,42250,13500,200.0,25,250,325,Wheels'R'Us,GT,Green,2015,3,1974-09-20,Convertible,308E18AD-6C80-4324-A9D7-0146E1C2A5AF,GBR,NE,Greater London Authority
2015-04-02,MGB,United Kingdom,,28000,9500,200.0,25,250,325,Wheels'R'Us,GT,Red,2015,4,1974-09-20,Coupe,54E082D2-4A6E-4DE9-9040-CF505D3F2252,GBR,NE,Greater London Authority
2015-05-02,MGB,United Kingdom,,25250,13500,200.0,25,250,325,Cut'n'Shut,GT,Red,2015,5,1976-09-20,Coupe,DE19199C-2475-4D2D-B000-CBB43AAD4C9D,GBR,M,North West
2015-06-02,MGB,United Kingdom,,25250,9500,200.0,50,250,325,Cut'n'Shut,GT,Red,2015,6,1976-09-20,Convertible,681121BC-DFBA-42B7-91D8-29AE23F2CBDA,GBR,M,North West
2015-07-02,MGB,United Kingdom,,25250,13500,200.0,25,250,325,Bright Orange,GT,Red,2015,7,1974-09-20,Coupe,E108F514-BC42-4E44-A6A3-56B4A15533CD,GBR,B,West Midlands
2015-08-02,MGB,United Kingdom,,28000,9500,200.0,25,400,325,Honest John,GT,Blue,2015,8,1974-09-20,Coupe,2E946918-75ED-4B38-AF30-901D924EB75C,GBR,EC,Greater London Authority
2015-09-02,MGB,United Kingdom,,25250,13500,200.0,25,400,325,Aldo Motors,GT,Green,2015,9,1974-09-20,Coupe,8265552E-4737-4B33-8D67-EF34E0534EDB,GBR,ST,East Midlands
2015-10-02,MGB,United Kingdom,,28000,9500,200.0,50,250,325,Honest John,GT,Silver,2015,10,1974-09-20,Convertible,EF1698C3-D572-49F0-9AF9-B7D8AC0C1C74,GBR,EC,Greater London Authority
2015-11-02,MGB,United Kingdom,,25250,13500,200.0,25,400,325,Bright Orange,GT,Canary Yellow,2015,11,1976-09-20,Coupe,3A880B6F-5FDD-4CCE-A88C-C95BBE0C4F14,GBR,B,West Midlands
2015-12-02,MGB,United Kingdom,,28000,9500,200.0,25,400,325,Aldo Motors,GT,Night Blue,2015,12,1976-09-20,Coupe,B7146A2D-DC47-498E-BF34-FFB95E4DFC01,GBR,ST,East Midlands
2015-01-02,MGB,United Kingdom,,25250,9500,200.0,25,250,325,Luxury Rentals,GT,British Racing Green,2015,1,1976-09-20,Coupe,6579B5F5-C2DF-45B8-94AE-71505CFF5C99,GBR,GL,South West
2015-02-02,Triumph,United Kingdom,,25250,13500,200.0,25,250,325,Smooth Riders,TR4,Black,2015,2,1974-09-20,Coupe,59C62123-6353-439C-84F9-B667AE8B2C5E,GBR,,West Midlands
2015-03-02,Triumph,United Kingdom,,28000,22000,200.0,25,250,325,Honest John,TR5,Dark Purple,2015,3,1974-09-20,Coupe,9630F723-304E-4EA0-8C8D-41E722342611,GBR,EC,Greater London Authority
2015-04-02,Triumph,United Kingdom,,25250,13500,200.0,50,400,325,Impressive Wheels,TR7,British Racing Green,2015,4,1978-09-20,Coupe,E0E62A1E-A25E-4312-8760-A6EE90CFC7F1,GBR,L,North West
2015-05-02,Triumph,United Kingdom,,25250,22000,200.0,25,400,325,Bright Orange,TR4,Night Blue,2015,5,1976-09-20,Coupe,A197358C-6171-42BD-8525-357582987594,GBR,B,West Midlands
2015-06-02,Triumph,Spain,,25250,13500,200.0,25,400,325,Costa Del Speed,TR4,Canary Yellow,2015,6,1976-09-20,Coupe,06978D90-0794-4468-8374-8B432262C25D,ESP,,
2015-07-02,Triumph,United Kingdom,,25250,22000,200.0,25,250,325,Cut'n'Shut,TR5,Canary Yellow,2015,7,1976-09-20,Coupe,EB552BB8-1F2F-4E47-8219-3BAE166203AB,GBR,M,North West
2015-08-02,Triumph,United Kingdom,,28000,22000,200.0,50,400,325,Wheels'R'Us,TR5,Blue,2015,8,1974-09-20,Coupe,84C6D775-206C-44BA-B675-21A1B7A741AE,GBR,NE,Greater London Authority
2015-09-02,Triumph,United Kingdom,,25250,22000,200.0,25,50,325,Olde Englande,TR4,Blue,2015,9,1974-09-20,Coupe,CF6FE655-693B-4BB2-A9DF-BA2D63302AAA,GBR,TF,West Midlands
2015-10-02,Triumph,United Kingdom,,28000,22000,200.0,25,400,325,Impressive Wheels,TR4,Red,2015,10,1974-09-20,Coupe,630616DE-4742-43F7-AD91-37D5A001DAEF,GBR,L,North West
2015-11-02,Triumph,United Kingdom,,28000,22000,200.0,25,50,325,Cut'n'Shut,TR7,Red,2015,11,1978-09-20,Coupe,63CFFDCC-D47F-4386-9631-84C967BD3B6A,GBR,M,North West
2015-12-02,Triumph,United Kingdom,,28000,22000,200.0,25,75,325,Bright Orange,TR4,Green,2015,12,1974-09-20,Coupe,D1E7D7A1-A0D0-40EC-9DDA-DF123DDFAEE0,GBR,B,West Midlands
2015-01-09,Triumph,France,,28000,22000,550.0,950,150,450,Chateau Moi,TR5,Silver,2015,1,2005-09-20,Coupe,52D515E5-3BAA-42E1-9D2B-C39E9A795A5B,FRA,,
2015-01-10,Aston Martin,France,,77250,36125,1300.0,950,895,1250,Vive la Vitesse!,DB7,Red,2015,1,2007-04-05,Convertible,998D5B44-2111-42FF-B488-BD9CD89EA00A,FRA,,
2015-02-11,Aston Martin,France,,72000,22500,550.0,950,750,1250,Carosse Des Papes,DB7,Blue,2015,2,2005-04-05,Coupe,3E85A0EF-EFDA-424E-B721-A9A797A0F46C,FRA,,
2015-03-12,Aston Martin,Switzerland,,25500,27500,1050.0,950,895,950,Three Country Cars,Vantage,Green,2015,3,2007-04-05,Coupe,0D54C28C-5F17-4982-B703-D242286A1D6B,CHE,,
2015-03-13,Aston Martin,Switzerland,,39750,22500,800.0,950,895,1250,Jungfrau,Vantage,Silver,2015,3,2007-04-05,Convertible,5E41B327-B5FC-4730-9555-D832A8D999AC,CHE,,
2015-03-14,Rolls Royce,France,,77250,36125,1050.0,950,895,1250,Chateau Moi,Camargue,Canary Yellow,2015,3,2003-04-05,Coupe,AFFFAD41-2D1D-4732-98E5-3BD0DC828F10,FRA,,
2015-04-15,Aston Martin,France,,48550,22500,2550.0,325,500,950,Vive la Vitesse!,DB7,Night Blue,2015,4,2005-04-05,Coupe,B11851FE-0A10-4B68-8D4B-9369E1D96D00,FRA,,
2015-04-16,Rolls Royce,France,,25500,27500,1300.0,325,895,1250,Carosse Des Papes,Camargue,Black,2015,4,2007-04-05,Saloon,6FBA0BC3-1BA1-41F6-96DD-1D9F1C60C79C,FRA,,
2015-05-17,Aston Martin,Switzerland,,48550,22500,1050.0,325,500,1250,Three Country Cars,Vantage,Red,2015,5,2007-04-05,Coupe,ADD5CF75-3140-49A1-8331-11E3738FA3E2,CHE,,
2015-05-18,Aston Martin,Switzerland,,39750,22500,550.0,950,895,1250,Jungfrau,DB7,Blue,2015,5,2007-04-05,Convertible,FAA72EBE-53A8-4502-9CC0-55B8EFA77D66,CHE,,
2015-05-19,Aston Martin,France,,48550,22500,1050.0,0,750,1250,Chateau Moi,Vantage,Green,2015,5,2007-04-05,Coupe,E34523F3-A2DC-40B9-BE7F-60E56832B508,FRA,,
2015-06-20,Aston Martin,France,,40440,27500,2550.0,950,895,950,Vive la Vitesse!,DB7,Silver,2015,6,2009-04-05,Convertible,F0162487-7469-4B33-907E-3E68BFC00155,FRA,,
2015-07-21,Aston Martin,France,,77250,22500,1300.0,950,500,1250,Carosse Des Papes,Vantage,Canary Yellow,2015,7,2007-04-05,Coupe,45D5D28D-9EE7-49CF-93C5-FDA9E73E6B4D,FRA,,
2015-07-22,Rolls Royce,Switzerland,,48550,22500,1050.0,250,895,1250,Three Country Cars,Camargue,Dark Purple,2015,7,2010-04-05,Saloon,89203650-254B-4B4C-8E03-C7987EB296CA,CHE,,
2015-09-23,Aston Martin,Switzerland,,39750,27500,1300.0,0,500,1250,Jungfrau,DB7,Black,2015,9,2007-04-05,Coupe,90E93767-C520-4F3C-8DC8-E8BC1CE8A86B,CHE,,
2015-10-24,Aston Martin,Switzerland,,40440,22500,550.0,250,500,1250,Jungfrau,DB9,Red,2015,10,2003-04-05,Coupe,B0E096F7-AE12-45A3-BF75-A21EFAE1D9B1,CHE,,
2015-11-25,Rolls Royce,France,,72000,22500,1050.0,0,895,950,Vive la Vitesse!,Camargue,Blue,2015,11,2007-04-05,Saloon,F2434578-4A04-4DE2-B4CE-6377343D569C,FRA,,
2015-11-26,Aston Martin,Switzerland,,40440,36125,800.0,950,895,1250,Jungfrau,DB9,Green,2015,11,2007-04-05,Coupe,BCCB1451-178A-4A6D-AA57-3C317B8D744D,CHE,,
2015-11-27,Aston Martin,France,,77250,22500,550.0,950,750,1250,Carosse Des Papes,DB7,Silver,2015,11,2003-04-05,Coupe,45275E14-7807-4788-BD7D-1E505F8AB515,FRA,,
2014-10-04,Aston Martin,USA,,40440,22500,550.0,650,895,1250,Ambassador Cars,DB9,Canary Yellow,2014,10,2001-04-05,Convertible,500B375B-C86D-4023-A9F1-B6E8095AB7D3,USA,WA,
2014-10-04,Rolls Royce,USA,,97750,55000,550.0,650,500,750,Ambassador Cars,Camargue,Silver,2014,10,1985-01-08,Saloon,500B375B-C86D-4023-A9F1-B6E8095AB7D3,USA,WA,
2014-01-01,Aston Martin,USA,,122750,80000,50.0,1400,600,550,Embassy Motors,DB9,Blue,2014,1,2007-05-09,Coupe,B8B56FE0-4EAD-428D-ACD8-B5DEE53803E5,USA,CO,
2014-02-02,Rolls Royce,USA,,90750,80000,800.0,900,750,550,Style ‘N Ride,Camargue,Green,2014,2,2006-09-08,Saloon,91347A10-1B5B-427A-8A5D-BCFBFB2EED7A,USA,MA,
2014-03-03,Rolls Royce,USA,,91750,93000,50.0,900,85,550,Embassy Motors,Camargue,Blue,2014,3,1987-01-05,Saloon,D664035B-E341-48D3-A982-EEF0607EF43A,USA,CO,
2014-04-04,Rolls Royce,USA,,94750,67000,50.0,1400,2500,550,Sporty Types Corp,Camargue,Silver,2014,4,1985-01-08,Saloon,F3EB649B-C057-4072-9CB4-8F9A3EB43D06,USA,CA,
2014-05-04,Rolls Royce,USA,,105250,130000,50.0,900,4000,550,BritWheels,Camargue,British Racing Green,2014,5,1986-05-06,Saloon,B6BECEEB-FF5D-464E-AA7B-D400C08117F3,USA,OR,
2014-06-04,Aston Martin,USA,,112750,61000,800.0,400,900,550,Style ‘N Ride,DB9,Dark Purple,2014,6,1991-08-09,Coupe,2627C94E-02BF-4AFE-AD60-59A0A6C2BDA0,USA,MA,
2014-07-04,Aston Martin,USA,,127750,28500,2550.0,900,900,550,Tweedy Wheels,DB9,Red,2014,7,1992-05-08,Coupe,4819E56D-CFDC-42F3-96AD-8932017BF33C,USA,MA,
2014-08-04,Aston Martin,USA,,132750,20500,50.0,900,900,750,Ambassador Cars,DB9,Blue,2014,8,2005-09-08,Coupe,8D98A46D-8840-4E0A-A50C-2C1518DA9207,USA,WA,
2014-09-04,Aston Martin,USA,,77750,80890,150.0,900,750,750,Ambassador Cars,DB9,Silver,2014,9,1993-05-08,Coupe,016DBBAB-3E89-4E31-A2B8-F9BB1C63B2DD,USA,WA,
2014-11-04,Aston Martin,USA,,71250,104000,50.0,1400,750,750,Tweedy Wheels,DB9,Night Blue,2014,11,1975-05-06,Coupe,ECD2CAFF-2660-4213-8AC2-181D68709CE8,USA,MA,
2014-11-04,Aston Martin,USA,,97750,130000,50.0,1400,750,750,Sporty Types Corp,DB9,Canary Yellow,2014,11,1985-01-15,Coupe,0BF6EE19-3B6D-41B5-965F-B033E716430D,USA,CA,
2014-12-04,Aston Martin,USA,,157750,130000,5050.0,1400,600,750,Style ‘N Ride,DB9,Silver,2014,12,1979-03-29,Coupe,A3EC91D2-69FD-4CAD-AB7B-B7A1CEEC7F22,USA,MA,
2014-12-04,Aston Martin,USA,,97750,160000,50.0,1400,600,570,BritWheels,DB9,Black,2014,12,2004-09-08,Coupe,4DDEA2B9-DFA7-44C8-AAE9-407DC5363849,USA,OR,
2015-01-02,Aston Martin,USA,,181250,130000,50.0,1650,600,570,Tweedy Wheels,DB9,British Racing Green,2015,1,1994-06-04,Coupe,A9FC4E9A-60D5-4242-84ED-0AE04CF52053,USA,MA,
2015-02-02,Rolls Royce,USA,,132750,67000,50.0,1650,600,570,Sporty Types Corp,Camargue,Silver,2015,2,2006-09-08,Saloon,9CD3E1D7-C76E-4A7A-B315-56A7D9962D6E,USA,CA,
2015-03-02,Rolls Royce,USA,,181250,67000,50.0,890,600,654,BritWheels,Camargue,Silver,2015,3,2000-09-01,Saloon,35B06E2B-8895-42AE-9737-8B43C1F5E095,USA,OR,
2015-04-02,Rolls Royce,USA,,112750,80890,50.0,400,600,987,Style ‘N Ride,Camargue,Green,2015,4,1997-05-10,Saloon,250876E8-0EC1-4E7D-9764-233FC5CA03B6,USA,MA,
2015-05-02,Rolls Royce,USA,,132750,67000,1000.0,1650,600,654,Embassy Motors,Camargue,Black,2015,5,2001-09-01,Saloon,1F1A407B-BFEB-44D2-BD2B-6D4C5E6FDB5E,USA,CO,
2015-06-02,Rolls Royce,USA,,181250,80890,50.0,1650,450,321,Ambassador Cars,Camargue,Red,2015,6,2005-06-08,Saloon,A21B57D0-8E1F-4E3C-8F0F-BFEDEAA8DE5B,USA,WA,
2015-07-02,Rolls Royce,USA,,112750,67000,1800.0,400,400,951,Ambassador Cars,Camargue,Red,2015,7,1999-01-01,Saloon,4CEAD75C-0B42-41C7-9568-83A8105F03F2,USA,WA,
2015-08-02,Rolls Royce,USA,,105250,67000,50.0,900,400,987,Embassy Motors,Camargue,Black,2015,8,2001-05-05,Saloon,4C12987B-9293-44B0-8414-0CE2EE2D461A,USA,CO,
2015-09-02,Rolls Royce,USA,,132750,67000,50.0,350,400,750,Style ‘N Ride,Camargue,British Racing Green,2015,9,1985-01-08,Saloon,60BA9A5C-8E00-49DB-88AE-7867B3F0600B,USA,MA,
2015-10-02,Rolls Royce,USA,,181250,80890,50.0,1650,200,654,Sporty Types Corp,Camargue,Dark Purple,2015,10,2006-05-04,Saloon,84DF359A-7F13-4B36-84D0-515839355DDC,USA,CA,
2015-11-02,Rolls Royce,USA,,181250,80890,800.0,1650,200,987,BritWheels,Camargue,Black,2015,11,1997-06-01,Saloon,89137218-5084-488A-928B-41D038A043EE,USA,OR,
2015-12-02,Rolls Royce,USA,,132750,80890,50.0,1650,300,321,Sporty Types Corp,Camargue,Red,2015,12,1997-06-01,Saloon,56B34FCE-4222-4369-8877-43CDEC85F17F,USA,CA,
2015-01-02,Rolls Royce,USA,,181250,67000,50.0,400,300,654,Sporty Types Corp,Camargue,British Racing Green,2015,1,2007-05-25,Saloon,CF2E265F-BAF9-480E-B7F8-A5F874EA2134,USA,CA,
2015-02-02,Aston Martin,USA,,181250,80890,50.0,400,500,987,BritWheels,DB9,Dark Purple,2015,2,1997-06-01,Coupe,0C132865-13C4-41C2-9B56-5D5E599CBAA5,USA,OR,
2015-03-02,Aston Martin,USA,,112750,80890,50.0,400,600,963,BritWheels,DB9,Black,2015,3,1999-01-31,Coupe,B3AAA65A-7062-4C44-BC82-4CEB7997B558,USA,OR,
2015-04-02,Aston Martin,USA,,181250,80890,50.0,50,500,852,Style ‘N Ride,DB9,Black,2015,4,2006-05-04,Coupe,CD37BD90-39EB-4F55-B197-E297B36EA857,USA,MA,
2015-05-02,Aston Martin,USA,,112750,80890,45.0,400,400,147,Ambassador Cars,DB9,Night Blue,2015,5,2006-09-08,Coupe,A3B812D6-FF53-4195-AC4A-2BE29556B321,USA,WA,
2015-06-02,Aston Martin,USA,,105250,80890,800.0,350,800,852,Embassy Motors,DB9,Canary Yellow,2015,6,2006-05-04,Coupe,30A92215-23C4-4CB1-A791-1804E1DE9603,USA,CO,
2015-07-02,Aston Martin,USA,,181250,67000,500.0,350,750,654,Style ‘N Ride,DB9,Silver,2015,7,1998-05-08,Coupe,471FA2C2-2B6E-483B-9FF4-0BEAC1EF999F,USA,MA,
2015-08-02,Aston Martin,USA,,127250,67000,1300.0,350,850,984,Sporty Types Corp,DB9,Green,2015,8,1997-06-01,Coupe,29A46897-B535-45EF-90C3-CABC37BA517D,USA,CA,
2015-09-02,Aston Martin,USA,,132750,67000,50.0,0,950,895,BritWheels,DB9,Canary Yellow,2015,9,2007-05-09,Coupe,09847B4B-D425-4E96-9237-DE1BD06E2F9B,USA,OR,
2015-10-02,Aston Martin,USA,,112750,67000,50.0,350,1500,486,Sporty Types Corp,DB9,Blue,2015,10,2002-02-02,Coupe,93BF4615-7135-4F28-9DC6-9945AB3FB7DE,USA,CA,
2015-11-02,Aston Martin,USA,,181250,67000,50.0,1650,1400,325,Sporty Types Corp,DB9,Red,2015,11,2001-09-01,Coupe,B317DC9A-3D76-4533-A377-BED059566C45,USA,CA,
2015-12-02,Aston Martin,USA,,132750,130000,50.0,1650,1560,658,BritWheels,DB9,Red,2015,12,2006-09-20,Coupe,D8ADE80A-411C-43C7-86C0-406E57C921DF,USA,OR,
2014-01-01,Aston Martin,USA,,112750,130000,550.0,350,1950,752,Ambassador Cars,DB9,Red,2014,1,2001-09-01,Coupe,DED80F4D-DBB1-4A4D-AF39-098455AD515D,USA,WA,
2014-02-01,Jaguar,USA,,46750,30000,550.0,350,1950,486,Ambassador Cars,XK,Dark Purple,2014,2,2000-09-01,Coupe,017F116D-FB9D-4455-B4DF-DC76C6EFF40E,USA,WA,
2014-03-01,Jaguar,USA,,47750,42500,50.0,0,1950,486,Ambassador Cars,XK,British Racing Green,2014,3,2000-09-01,Saloon,9FE1F4B3-611F-43A4-94F0-6A0E07DD40C2,USA,WA,
2014-04-01,Jaguar,USA,,42250,30000,50.0,400,1950,486,Ambassador Cars,XK,Black,2014,4,2000-09-01,Saloon,9A73D14B-5185-4F46-A38B-68C73051573E,USA,WA,
2014-05-01,Jaguar,USA,,46750,42500,50.0,400,1950,486,Style ‘N Ride,XK,Canary Yellow,2014,5,2000-09-01,Coupe,23760258-75C8-44A2-A183-2F1AACA4FC9A,USA,MA,
2014-06-01,Jaguar,USA,,46750,30000,550.0,400,1950,486,Sporty Types Corp,XK,Canary Yellow,2014,6,2000-09-01,Saloon,D147063E-455F-40BD-9106-36204AA440E7,USA,CA,
2014-07-01,Jaguar,USA,,42250,42500,550.0,1650,1950,486,BritWheels,XK,Canary Yellow,2014,7,2000-09-01,Coupe,B9247A41-27F7-4C16-8926-3C05F70DA5BD,USA,OR,
2014-08-01,Jaguar,USA,,46750,30000,800.0,400,1950,486,Sporty Types Corp,XK,Green,2014,8,2000-09-01,Coupe,B3FE4A5C-B6CE-4856-B398-9CC9B041AB07,USA,CA,
2014-09-01,Jaguar,USA,,112750,55000,650.0,1650,2570,486,Sporty Types Corp,XK,Blue,2014,9,1997-06-01,Saloon,609B18FF-9A4F-4B14-BBCF-F04D7EE4C752,USA,CA,
2014-10-01,Jaguar,USA,,112750,30000,800.0,1650,2570,987,BritWheels,XK,Canary Yellow,2014,10,1997-06-01,Saloon,0F368C66-EDFB-403B-B184-9C94EAC83828,USA,OR,
2014-11-01,Jaguar,USA,,46750,42500,50.0,400,2570,987,BritWheels,XK,British Racing Green,2014,11,1997-06-01,Saloon,E8694176-1105-4AB1-8184-DB33CB4F3062,USA,OR,
2014-12-01,Jaguar,USA,,42250,30000,50.0,400,2570,987,Ambassador Cars,XK,Dark Purple,2014,12,1997-06-01,Coupe,CE536FD7-BC65-4E04-9322-3D30AE0E7BA0,USA,WA,
2015-01-02,Jaguar,USA,,46750,42500,50.0,1650,2570,987,Embassy Motors,XK,Canary Yellow,2015,1,1997-06-01,Coupe,7BA72349-39AB-410D-8600-886C399BC33C,USA,CO,
2015-02-02,Jaguar,USA,,46750,30000,50.0,400,1950,987,Style ‘N Ride,XK,British Racing Green,2015,2,1997-06-01,Coupe,C1778B44-5492-440C-AD93-21059A674837,USA,MA,
2015-03-02,Jaguar,USA,,46750,42500,800.0,400,1950,987,BritWheels,XK,Dark Purple,2015,3,1997-06-01,Coupe,271AB0CA-83EC-4E07-BE20-2B5D83B558B3,USA,OR,
2015-04-02,Jaguar,USA,,42250,30000,650.0,400,1950,987,Sporty Types Corp,XK,Red,2015,4,2006-09-20,Saloon,AF5C9F99-0F7A-487F-81B4-E6DFF96C2A68,USA,CA,
2015-05-02,Jaguar,USA,,112750,42500,650.0,400,1950,987,Union Jack Sports Cars,XK,Red,2015,5,2006-09-20,Saloon,22359384-B947-4262-86A5-5ABA45D9853A,USA,KY,
2015-06-02,Jaguar,USA,,46750,30000,550.0,350,1950,987,British Luxury Automobile Corp,XK,Red,2015,6,2006-09-20,Saloon,25F71089-FFDE-4956-BAA0-7CF48E04CDA1,USA,TN,
2015-07-02,Jaguar,USA,,42250,42500,550.0,350,1950,987,Buckingham Palace Car Services,XK,Dark Purple,2015,7,2006-09-20,Coupe,9DD2E4E6-C8FC-4A70-A141-B2F5804CA0ED,USA,OH,
2015-08-02,Jaguar,USA,,42250,30000,550.0,350,1950,750,Union Jack Sports Cars,XK,British Racing Green,2015,8,2006-09-20,Coupe,932BD946-9288-4D6B-BA3D-A72DCD950CC0,USA,KY,
2015-09-02,Jaguar,USA,,42250,17500,550.0,400,1950,750,Tweedy Wheels,XK,Black,2015,9,2006-09-20,Coupe,40D162E4-3F9B-4A66-B323-63776765404D,USA,MA,
2015-10-02,Jaguar,USA,,42250,30000,650.0,400,1950,750,Sporty Types Corp,XK,Canary Yellow,2015,10,2006-09-20,Saloon,ADB17B60-7655-4D4A-8E11-4DC37FC92A18,USA,CA,
2015-11-02,Jaguar,USA,,42250,42500,800.0,400,1950,750,Sporty Types Corp,XK,Canary Yellow,2015,11,2006-09-20,Coupe,7F8D4198-ABA6-40DB-A15D-72368AE14B12,USA,CA,
2015-12-02,Jaguar,USA,,42250,30000,800.0,400,1950,1250,BritWheels,XK,Silver,2015,12,2006-09-20,Saloon,42AAC1E5-E65E-456A-945F-3DF0696F0A35,USA,OR,
2014-01-01,Jaguar,USA,,42250,42500,650.0,400,2570,1250,BritWheels,XK,Green,2014,1,2006-09-20,Saloon,2CFAB849-CCE7-41F9-B61F-0984A3D7237E,USA,OR,
2014-02-01,Bentley,USA,,42250,30700,800.0,400,2570,1250,Style ‘N Ride,Continental,Blue,2014,2,2006-09-20,Saloon,A1E8E7BD-701B-4C45-AD6D-EFE1EE9EB7DF,USA,MA,
2014-03-01,Bentley,USA,,46750,30700,800.0,400,2570,1250,Style ‘N Ride,Continental,Canary Yellow,2014,3,2006-09-20,Saloon,FB9CF51E-1386-4404-A22F-401990B3F75A,USA,MA,
2014-04-01,Bentley,USA,,46750,30700,650.0,675,2570,987,Embassy Motors,Continental,Red,2014,4,2006-09-20,Saloon,E0FD4D84-882A-4C12-A878-49CC8AAEA57A,USA,CO,
2014-05-01,Bentley,USA,,112750,30700,800.0,675,2570,1250,Embassy Motors,Continental,Red,2014,5,2007-05-09,Saloon,D0C881AF-5053-47C2-8402-7973E3714A24,USA,CO,
2014-06-01,Bentley,USA,,112750,67000,550.0,675,2570,987,Ambassador Cars,Continental,Canary Yellow,2014,6,2007-05-09,Coupe,BD1637F0-07A0-4783-AEF7-17D248691540,USA,WA,
2014-07-01,Bentley,USA,,112750,67000,550.0,675,2570,1250,Ambassador Cars,Continental,Canary Yellow,2014,7,2007-05-09,Convertible,1E4037D4-6FA3-4563-9769-46DA274139C9,USA,WA,
2014-08-01,Bentley,USA,,112750,30700,550.0,675,2570,987,British Luxury Automobile Corp,Continental,British Racing Green,2014,8,2007-05-09,Saloon,60B4EE2D-2FFA-41D1-AC9A-EAD60D27F2B1,USA,TN,
