selling_price,km_driven,mileage,engine,max_power,age,make,Individual,Trustmark Dealer,Diesel,Electric,LPG,Petrol,Manual,5,>5
10.4,4500,19.01,1462.0,103.2,4.0,MARUTI,1,0,0,0,0,1,1,0,1
2.75,91000,23.08,1461.0,63.1,10.0,NISSAN,0,0,1,0,0,0,1,1,0
3.5,50000,23.84,1199.0,84.0,5.0,TATA,1,0,0,0,0,1,1,1,0
3.0,20000,15.37,1196.0,73.0,8.0,MARUTI,1,0,0,0,0,1,1,0,1
6.5,9000,21.21,1197.0,81.8,4.0,MARUTI,1,0,0,0,0,1,1,1,0
2.99,44000,16.95,1498.0,97.6,10.0,RENAULT,0,0,0,0,0,1,1,1,0
3.5,80000,25.8,1498.0,98.6,10.0,HONDA,1,0,1,0,0,0,1,1,0
4.1,10000,20.51,998.0,67.0,6.0,MARUTI,1,0,0,0,0,1,0,1,0
12.9,57000,19.5,1968.0,141.0,6.0,SKODA,0,0,1,0,0,0,0,1,0
0.7,70000,19.7,796.0,46.3,17.0,MARUTI,1,0,0,0,0,1,1,1,0
9.5,70000,9.9,3498.0,271.72,13.0,MERCEDES-BENZ,1,0,0,0,0,1,0,0,0
20.90249999999996,24000,9.52,2993.0,313.0,10.0,BMW,0,0,1,0,0,0,0,0,0
6.7,30000,15.9,1496.0,120.69,8.0,FORD,1,0,0,0,0,1,1,1,0
2.75,15000,21.1,814.0,55.2,7.0,HYUNDAI,1,0,0,0,0,1,1,1,0
2.1,40000,18.6,1199.0,79.4,10.0,CHEVROLET,1,0,0,0,0,1,1,1,0
3.42,60000,18.16,1196.0,86.8,5.0,FORD,1,0,0,0,0,1,1,1,0
4.25,15000,23.1,998.0,67.04,5.0,MARUTI,1,0,0,0,0,1,1,1,0
5.3,1041,19.02,1198.0,67.05,4.0,DATSUN,0,0,0,0,0,1,1,1,0
4.5,100000,14.09,1596.0,99.6,10.0,FORD,1,0,0,0,0,1,1,1,0
2.7,36172,24.7,796.0,47.3,7.0,MARUTI,0,0,0,0,0,1,1,1,0
4.0,6000,21.79,998.0,67.05,5.0,MARUTI,0,0,0,0,0,1,1,1,0
8.5,60000,14.1,2179.0,147.94,7.0,TATA,1,0,1,0,0,0,1,0,1
7.5,7200,17.4,1197.0,81.86,4.0,HYUNDAI,1,0,0,0,0,1,0,1,0
2.35,71000,23.2,1248.0,73.94,10.0,MARUTI,0,0,1,0,0,0,1,1,0
3.15,25000,20.36,1197.0,78.9,11.0,HYUNDAI,1,0,0,0,0,1,1,1,0
2.7,25000,21.1,814.0,55.2,6.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.4,13000,20.36,1197.0,78.9,11.0,HYUNDAI,0,0,0,0,0,1,1,1,0
2.5,70000,13.5,1799.0,130.0,16.0,HONDA,1,0,0,0,0,1,1,1,0
5.65,12000,20.3,1199.0,112.44,3.0,TATA,0,0,0,0,0,1,1,1,0
2.5,80000,20.36,1197.0,78.9,12.0,HYUNDAI,1,0,0,0,0,1,1,1,0
6.7,25000,28.09,1248.0,88.5,7.0,MARUTI,1,0,1,0,0,0,1,1,0
3.6,78000,20.14,1498.0,88.8,9.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
3.15,17000,22.74,796.0,47.3,5.0,MARUTI,0,0,0,0,0,1,1,1,0
20.90249999999996,15000,14.94,2967.0,241.4,9.0,AUDI,1,0,1,0,0,0,0,1,0
3.55,110000,20.45,1461.0,83.8,10.0,RENAULT,1,0,1,0,0,0,1,1,0
2.5,85000,25.83,1498.0,99.0,8.0,FORD,1,0,1,0,0,0,1,1,0
4.6,82000,18.44,1198.0,75.0,6.0,NISSAN,0,0,0,0,0,1,1,1,0
4.15,90000,12.8,2494.0,102.0,12.0,TOYOTA,1,0,1,0,0,0,1,0,1
2.25,64000,30.46,796.0,47.3,10.0,MARUTI,0,0,0,0,0,0,1,1,0
1.8,100000,21.12,1248.0,88.8,13.0,TATA,1,0,1,0,0,0,1,1,0
9.25,25000,24.3,1248.0,88.5,6.0,MARUTI,0,0,1,0,0,0,1,1,0
2.4,80416,23.95,998.0,67.05,11.0,MARUTI,0,0,0,0,0,1,1,1,0
1.7,22215,19.7,796.0,46.3,11.0,MARUTI,0,0,0,0,0,1,1,1,0
12.5,60000,16.55,1968.0,140.0,13.0,AUDI,0,0,1,0,0,0,0,1,0
4.0,62000,25.2,1248.0,74.0,9.0,MARUTI,1,0,1,0,0,0,1,1,0
2.99,57500,17.0,1497.0,118.0,14.0,HONDA,0,0,0,0,0,1,1,1,0
5.5,60000,21.19,1396.0,88.73,7.0,HYUNDAI,1,0,1,0,0,0,1,1,0
7.1,4000,18.6,1197.0,81.83,5.0,HYUNDAI,0,0,0,0,0,1,1,1,0
5.65,17000,19.69,1198.0,67.04,5.0,NISSAN,0,0,0,0,0,1,1,1,0
3.75,40000,20.51,998.0,67.04,5.0,MARUTI,1,0,0,0,0,1,1,1,0
3.25,100000,19.09,1405.0,69.01,8.0,TATA,1,0,1,0,0,0,1,1,0
4.0,93292,17.0,1497.0,118.0,12.0,HONDA,0,0,0,0,0,1,1,1,0
3.8,52000,21.79,998.0,67.05,5.0,MARUTI,1,0,0,0,0,1,1,1,0
3.49,10000,20.71,799.0,53.64,3.0,DATSUN,0,0,0,0,0,1,1,1,0
5.5,100000,20.45,1461.0,83.8,7.0,NISSAN,1,0,1,0,0,0,1,1,0
8.3,48000,28.4,1248.0,74.0,5.0,MARUTI,0,0,1,0,0,0,1,1,0
4.6,9945,20.51,998.0,67.0,5.0,MARUTI,0,0,0,0,0,1,0,1,0
1.27,90000,17.92,1086.0,62.1,14.0,HYUNDAI,1,0,0,0,0,1,1,1,0
2.3,25000,15.6,1196.0,70.0,12.0,FORD,1,0,0,0,0,1,1,1,0
1.25,40000,18.0,995.0,62.0,13.0,CHEVROLET,1,0,0,0,0,1,1,1,0
9.35,52000,21.38,1396.0,88.7,7.0,HYUNDAI,0,0,1,0,0,0,1,1,0
5.5,8000,17.01,1591.0,121.3,12.0,HYUNDAI,0,0,0,0,0,1,1,1,0
4.4,15000,20.89,1197.0,81.8,5.0,MARUTI,1,0,0,0,0,1,1,1,0
0.8,123500,17.3,1061.0,64.0,21.0,MARUTI,1,0,0,0,0,1,1,1,0
5.1,65122,28.4,1248.0,74.0,8.0,MARUTI,0,0,1,0,0,0,1,1,0
1.4,70000,17.92,1086.0,62.1,12.0,HYUNDAI,1,0,0,0,0,1,1,1,0
5.65,34520,16.02,1373.0,93.7,8.0,MARUTI,0,0,0,0,0,1,1,0,1
2.5,64000,20.36,1197.0,78.9,11.0,HYUNDAI,1,0,0,0,0,1,1,1,0
4.7,110000,23.59,1364.0,67.06,9.0,TOYOTA,0,0,1,0,0,0,1,1,0
4.25,50000,18.6,1197.0,81.83,8.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.19,46532,25.8,1498.0,98.6,9.0,HONDA,0,0,1,0,0,0,1,1,0
0.99,35000,18.0,995.0,62.0,13.0,CHEVROLET,1,0,0,0,0,1,1,1,0
2.8,120000,22.95,1248.0,74.0,6.0,TATA,1,0,1,0,0,0,1,1,0
4.2,9700,20.51,998.0,67.04,5.0,MARUTI,1,0,0,0,0,1,1,1,0
4.0,120000,14.0,2498.0,112.0,12.0,MAHINDRA,1,0,1,0,0,0,1,0,1
1.65,75000,19.7,796.0,46.3,11.0,MARUTI,1,0,0,0,0,1,1,1,0
15.0,40000,15.1,2179.0,152.87,5.0,MAHINDRA,1,0,1,0,0,0,1,0,1
4.0,400000,13.7,1368.0,88.8,10.0,TATA,1,0,0,0,0,1,1,1,0
2.4,30000,22.74,796.0,47.3,7.0,MARUTI,1,0,0,0,0,1,1,1,0
2.35,127357,27.3,1498.0,98.6,8.0,HONDA,0,0,1,0,0,0,1,1,0
5.5,10000,17.0,1198.0,108.5,5.0,TATA,1,0,0,0,0,1,1,1,0
7.8,10000,22.0,1197.0,81.8,6.0,MARUTI,1,0,0,0,0,1,0,1,0
19.5,6006,13.68,2393.0,147.51,4.0,TOYOTA,0,0,1,0,0,0,1,0,1
6.2,13000,15.8,1499.0,110.0,9.0,FORD,0,0,0,0,0,1,1,1,0
5.5,70000,25.4,1186.0,73.97,5.0,HYUNDAI,1,0,1,0,0,0,1,1,0
2.2,56890,18.9,998.0,67.1,11.0,MARUTI,0,0,0,0,0,1,0,1,0
5.0,113000,19.64,1461.0,108.45,8.0,RENAULT,1,0,1,0,0,0,1,1,0
4.3,23323,22.3,799.0,53.26,3.0,RENAULT,0,0,0,0,0,1,1,1,0
0.8,100000,19.7,796.0,46.3,15.0,MARUTI,1,0,0,0,0,1,1,1,0
2.4,55812,18.9,1061.0,67.0,14.0,MARUTI,0,0,0,0,0,1,1,1,0
7.2,20000,28.4,1248.0,74.02,5.0,MARUTI,1,0,1,0,0,0,1,1,0
2.0,40040,25.44,936.0,56.3,9.0,CHEVROLET,0,0,1,0,0,0,1,1,0
1.9,77000,25.44,936.0,57.6,11.0,CHEVROLET,1,0,1,0,0,0,1,1,0
20.90249999999996,52000,19.59,1995.0,187.74,6.0,BMW,0,0,1,0,0,0,0,1,0
6.4,10000,22.0,1197.0,81.8,5.0,MARUTI,1,0,0,0,0,1,1,1,0
5.0,4500,24.04,999.0,67.0,4.0,RENAULT,0,0,0,0,0,1,0,1,0
2.35,33682,22.74,796.0,47.3,10.0,MARUTI,0,0,0,0,0,1,1,1,0
5.5,77506,25.83,1498.0,99.0,8.0,FORD,0,0,1,0,0,0,1,1,0
2.15,55261,20.0,1399.0,68.05,11.0,FORD,0,0,1,0,0,0,1,1,0
6.7,47000,12.05,2179.0,120.0,9.0,MAHINDRA,1,0,1,0,0,0,1,0,1
3.3,20000,24.04,999.0,67.0,5.0,RENAULT,1,0,0,0,0,1,0,1,0
5.5,250000,15.3,2956.0,83.83,6.0,TATA,1,0,1,0,0,0,1,0,1
4.0,120000,13.6,2523.0,63.0,12.0,MAHINDRA,1,0,1,0,0,0,1,0,1
5.25,40000,21.21,1197.0,81.8,4.0,MARUTI,1,0,0,0,0,1,1,1,0
3.8,40000,24.0,1120.0,70.0,10.0,HYUNDAI,1,0,1,0,0,0,1,1,0
3.5,73000,21.64,1461.0,84.8,10.0,NISSAN,1,0,1,0,0,0,1,1,0
5.25,45000,19.3,1248.0,73.9,6.0,MARUTI,0,0,1,0,0,0,1,1,0
5.4,48000,18.1,1199.0,88.7,6.0,HONDA,1,0,0,0,0,1,0,1,0
2.9,72000,18.9,998.0,67.1,10.0,MARUTI,0,0,0,0,0,1,1,1,0
2.15,60000,23.01,999.0,67.0,7.0,RENAULT,1,0,0,0,0,1,1,1,0
20.90249999999996,32000,17.05,1995.0,184.0,7.0,BMW,1,0,1,0,0,0,0,1,0
7.9,5000,15.96,2523.0,62.1,4.0,MAHINDRA,1,0,1,0,0,0,1,0,1
4.5,31000,18.7,1199.0,88.7,8.0,HONDA,0,0,0,0,0,1,1,1,0
3.5,37500,20.51,998.0,67.04,7.0,MARUTI,1,0,0,0,0,1,1,1,0
3.5,84000,22.9,1248.0,74.0,10.0,MARUTI,1,0,1,0,0,0,1,1,0
7.35,36000,24.3,1248.0,88.5,5.0,MARUTI,0,0,1,0,0,0,1,1,0
4.45,60000,22.32,1582.0,126.32,11.0,HYUNDAI,1,0,1,0,0,0,1,1,0
6.8,52000,25.0,1493.0,113.42,7.0,HYUNDAI,0,0,1,0,0,0,1,1,0
3.25,40000,20.51,998.0,67.04,7.0,MARUTI,1,0,0,0,0,1,1,1,0
2.1,56000,21.1,814.0,55.2,12.0,HYUNDAI,0,0,0,0,0,1,1,1,0
2.85,41000,18.3,1197.0,5.0,11.0,TOYOTA,0,0,0,0,0,1,1,1,0
6.0,70000,22.54,1396.0,88.73,6.0,HYUNDAI,1,0,1,0,0,0,1,1,0
9.0,34000,19.6,1461.0,108.45,4.0,RENAULT,1,0,1,0,0,0,1,1,0
6.0,60000,19.01,1461.0,108.45,9.0,RENAULT,1,0,1,0,0,0,1,1,0
2.2,90000,25.0,1405.0,69.0,8.0,TATA,1,0,1,0,0,0,1,1,0
2.9,45000,13.2,1495.0,94.0,10.0,HYUNDAI,0,0,0,0,0,1,1,1,0
4.65,78000,25.2,1248.0,74.0,8.0,MARUTI,0,0,1,0,0,0,1,1,0
20.90249999999996,60000,14.24,2755.0,174.5,3.0,TOYOTA,0,0,1,0,0,0,1,0,1
4.1,70000,16.8,1395.0,138.03,8.0,SKODA,1,0,0,0,0,1,1,1,0
8.1,10000,28.4,1248.0,74.02,4.0,MARUTI,1,0,1,0,0,0,1,1,0
2.0,50000,21.1,814.0,55.2,9.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.5,58000,20.51,998.0,67.04,7.0,MARUTI,1,0,0,0,0,1,1,1,0
20.90249999999996,20000,15.73,1968.0,174.33,5.0,AUDI,0,0,1,0,0,0,0,1,0
16.0,290000,12.55,2982.0,168.5,8.0,TOYOTA,1,0,1,0,0,0,0,0,1
8.75,15000,21.56,1462.0,103.25,4.0,MARUTI,1,0,0,0,0,1,1,1,0
4.15,23000,19.83,1198.0,67.0,4.0,DATSUN,1,0,0,0,0,1,1,1,0
1.75,100000,20.4,1248.0,91.7,12.0,FIAT,1,0,1,0,0,0,1,1,0
2.5,40000,22.74,796.0,47.3,9.0,MARUTI,1,0,0,0,0,1,1,1,0
2.65,35800,20.36,1197.0,78.9,11.0,HYUNDAI,0,0,0,0,0,1,1,1,0
2.35,36000,20.0,1399.0,68.05,9.0,FORD,0,0,1,0,0,0,1,1,0
7.85,50000,26.1,1498.0,99.23,4.0,FORD,1,0,1,0,0,0,1,1,0
0.88,70000,18.2,1061.0,64.0,15.0,MARUTI,1,0,0,0,0,1,1,1,0
1.75,52000,19.81,1086.0,68.05,14.0,HYUNDAI,0,0,0,0,0,1,1,1,0
12.5,123105,11.5,2982.0,169.0,11.0,TOYOTA,0,0,1,0,0,0,0,0,1
2.95,41000,18.5,1198.0,86.8,8.0,HONDA,0,0,0,0,0,1,1,1,0
8.5,70000,16.0,1997.0,140.0,8.0,MAHINDRA,1,0,1,0,0,0,1,0,1
4.2,106000,24.4,1120.0,71.0,6.0,HYUNDAI,0,0,1,0,0,0,1,1,0
6.0,25000,18.6,1197.0,81.86,5.0,HYUNDAI,0,0,0,0,0,1,1,1,0
5.1,70000,18.49,1493.0,100.0,7.0,MAHINDRA,1,0,1,0,0,0,1,0,1
13.5,10948,14.84,2143.0,167.62,12.0,MERCEDES-BENZ,0,0,1,0,0,0,0,1,0
20.0,40000,15.04,1991.0,183.0,8.0,MERCEDES-BENZ,1,0,0,0,0,1,0,1,0
4.5,60000,23.59,1364.0,67.06,9.0,TOYOTA,0,0,1,0,0,0,1,1,0
20.90249999999996,39000,16.09,1995.0,184.0,10.0,BMW,0,0,1,0,0,0,0,1,0
2.0,60000,20.36,1197.0,78.9,15.0,HYUNDAI,1,0,0,0,0,1,1,1,0
1.5,52000,16.6,1388.0,68.0,17.0,FORD,0,0,0,0,0,1,1,1,0
3.8,70000,17.01,1591.0,121.3,11.0,HYUNDAI,1,0,0,0,0,1,1,1,0
15.0,77000,12.55,2982.0,168.5,9.0,TOYOTA,0,0,1,0,0,0,1,0,1
3.25,48000,23.84,1199.0,84.0,7.0,TATA,0,0,0,0,0,1,1,1,0
4.5,12000,19.1,1197.0,82.0,8.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.5,50000,23.1,998.0,67.04,6.0,MARUTI,1,0,0,0,0,1,1,1,0
6.8,3400,20.14,1197.0,81.86,4.0,HYUNDAI,1,0,0,0,0,1,1,1,0
6.8,52000,19.3,1248.0,73.9,7.0,MARUTI,0,0,1,0,0,0,1,1,0
2.0,120000,17.5,1298.0,85.8,13.0,MARUTI,1,0,0,0,0,1,1,1,0
5.0,95945,15.63,1499.0,110.4,8.0,FORD,1,0,0,0,0,1,0,1,0
3.5,20673,18.9,998.0,67.1,7.0,MARUTI,0,0,0,0,0,1,1,1,0
3.0,50000,17.8,1248.0,5.0,13.0,MARUTI,1,0,1,0,0,0,1,1,0
10.0,80000,15.1,2179.0,140.0,8.0,MAHINDRA,0,0,1,0,0,0,1,0,1
1.95,97000,20.3,1248.0,75.0,12.0,FIAT,0,0,1,0,0,0,1,1,0
5.3,171000,25.1,1498.0,98.6,9.0,HONDA,1,0,1,0,0,0,1,1,0
5.1,5000,18.16,1196.0,86.8,6.0,FORD,1,0,0,0,0,1,1,1,0
6.25,10000,18.9,1197.0,81.86,4.0,HYUNDAI,1,0,0,0,0,1,0,1,0
4.15,52312,24.0,1120.0,70.0,8.0,HYUNDAI,0,0,1,0,0,0,1,1,0
3.25,178000,12.05,2179.0,120.0,14.0,MAHINDRA,1,0,1,0,0,0,1,0,1
2.89,39569,28.4,1248.0,74.0,10.0,MARUTI,0,0,1,0,0,0,1,1,0
20.90249999999996,65000,10.2,3628.0,308.0,12.0,LAND,0,0,1,0,0,0,0,0,1
8.0,38000,24.3,1248.0,88.5,5.0,MARUTI,0,0,1,0,0,0,0,1,0
4.3,113414,20.54,1598.0,103.6,10.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
6.0,40000,17.3,1497.0,117.3,9.0,HONDA,1,0,0,0,0,1,1,0,1
4.5,120000,26.59,1248.0,74.0,8.0,MARUTI,1,0,1,0,0,0,1,1,0
7.9,10000,18.6,1197.0,81.83,5.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.95,42000,15.0,1896.0,105.0,12.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
9.52,6000,23.0,1498.0,98.96,4.0,FORD,1,0,1,0,0,0,1,1,0
6.4,80000,19.87,1461.0,83.8,7.0,RENAULT,1,0,1,0,0,0,1,1,0
1.25,70000,13.9,1599.0,103.2,16.0,HYUNDAI,1,0,0,0,0,1,1,1,0
4.5,65000,20.45,1461.0,83.8,9.0,RENAULT,0,0,1,0,0,0,1,1,0
9.5,4000,17.0,1591.0,121.3,5.0,HYUNDAI,0,0,0,0,0,1,1,1,0
2.25,64000,17.0,1405.0,70.0,11.0,TATA,1,0,1,0,0,0,1,1,0
5.0,65000,26.0,1498.0,98.6,8.0,HONDA,0,0,1,0,0,0,1,1,0
5.4,26000,18.6,1197.0,81.83,6.0,HYUNDAI,0,0,0,0,0,1,1,1,0
4.58,60000,28.4,1248.0,74.0,9.0,MARUTI,0,0,1,0,0,0,1,1,0
0.8,100000,19.7,796.0,35.0,16.0,MARUTI,1,0,0,0,0,1,1,0,1
8.5,36000,21.7,1498.0,98.96,6.0,FORD,0,0,1,0,0,0,1,1,0
3.5,80000,14.0,2498.0,112.0,10.0,MAHINDRA,1,0,1,0,0,0,1,0,1
5.0,60000,25.2,1248.0,74.0,8.0,MARUTI,1,0,1,0,0,0,1,1,0
1.29,60000,19.0,998.0,67.1,14.0,MARUTI,0,0,0,0,0,1,1,1,0
4.0,90000,12.2,1994.0,105.3,11.0,CHEVROLET,1,0,1,0,0,0,1,0,1
19.0,88720,16.55,1968.0,147.51,9.0,AUDI,0,0,1,0,0,0,0,1,0
2.0,212000,19.0,1197.0,85.8,8.0,MARUTI,1,0,0,0,0,1,1,1,0
3.0,25000,23.01,999.0,67.0,3.0,RENAULT,1,0,0,0,0,1,1,1,0
2.2,60000,18.9,998.0,67.1,11.0,MARUTI,1,0,0,0,0,1,1,1,0
4.25,65395,23.59,1364.0,67.04,11.0,TOYOTA,0,0,1,0,0,0,1,1,0
4.7,20000,23.84,1199.0,84.0,5.0,TATA,1,0,0,0,0,1,1,1,0
1.65,45386,18.0,995.0,62.0,13.0,CHEVROLET,1,0,0,0,0,1,1,1,0
5.1,15000,20.52,1197.0,81.8,4.0,MARUTI,1,0,0,0,0,1,1,1,0
4.5,65000,22.95,1248.0,74.0,6.0,TATA,0,0,1,0,0,0,1,1,0
7.8,5000,24.4,1498.0,98.63,4.0,FORD,1,0,1,0,0,0,1,1,0
5.3,36889,20.73,1373.0,91.1,7.0,MARUTI,0,0,0,0,0,1,1,1,0
5.0,160000,22.77,1498.0,98.59,8.0,FORD,1,0,1,0,0,0,1,1,0
10.25,84000,11.72,2199.0,194.3,11.0,HYUNDAI,0,0,1,0,0,0,0,0,1
4.5,10000,20.52,1197.0,81.8,3.0,MARUTI,1,0,0,0,0,1,1,1,0
15.0,100000,13.68,2393.0,147.8,6.0,TOYOTA,1,0,1,0,0,0,1,0,1
3.5,35780,27.28,1047.0,69.0,6.0,TATA,0,0,1,0,0,0,1,1,0
1.6,130890,18.9,998.0,67.1,12.0,MARUTI,1,0,0,0,0,1,1,1,0
5.5,120728,23.65,1248.0,88.5,7.0,MARUTI,0,0,1,0,0,0,1,1,0
2.5,50000,25.44,936.0,57.6,11.0,CHEVROLET,1,0,1,0,0,0,1,1,0
3.8,100380,15.6,1497.0,116.3,13.0,HONDA,0,0,0,0,0,1,0,1,0
2.85,37000,19.0,998.0,66.1,13.0,MARUTI,0,0,0,0,0,1,1,1,0
6.95,50000,28.09,1248.0,88.5,7.0,MARUTI,1,0,1,0,0,0,1,1,0
3.75,34500,20.51,998.0,67.04,7.0,MARUTI,1,0,0,0,0,1,1,1,0
3.4,10000,23.95,998.0,67.1,6.0,MARUTI,1,0,0,0,0,1,1,1,0
3.0,30000,25.17,799.0,53.3,6.0,RENAULT,1,0,0,0,0,1,1,1,0
2.15,30000,21.1,814.0,55.2,10.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.9,38000,23.84,1199.0,84.0,5.0,TATA,1,0,0,0,0,1,1,1,0
0.75,97000,15.5,1242.0,5.0,21.0,FIAT,1,0,0,0,0,1,1,1,0
1.5,70000,13.45,1086.0,62.1,13.0,HYUNDAI,1,0,0,0,1,0,1,1,0
1.11,49256,21.79,998.0,67.05,17.0,MARUTI,0,0,0,0,0,1,1,1,0
1.25,60000,14.0,1061.0,64.0,17.0,MARUTI,1,0,0,0,0,1,1,1,0
11.5,79200,15.4,2179.0,120.0,7.0,MAHINDRA,0,0,1,0,0,0,0,0,1
7.5,35000,17.4,1497.0,117.3,6.0,HONDA,1,0,0,0,0,1,1,1,0
3.5,61107,19.02,1198.0,67.05,8.0,DATSUN,0,0,0,0,0,1,1,1,0
1.39,29500,18.0,995.0,62.0,11.0,CHEVROLET,0,0,0,0,0,1,1,1,0
4.8,95000,25.2,1248.0,74.0,8.0,MARUTI,1,0,1,0,0,0,1,1,0
5.95,92000,10.5,2609.0,120.0,9.0,MAHINDRA,0,0,1,0,0,0,1,0,1
5.75,49000,19.01,1461.0,108.5,8.0,NISSAN,0,0,1,0,0,0,1,1,0
1.75,50000,19.7,796.0,46.3,14.0,MARUTI,1,0,0,0,0,1,1,1,0
4.75,65000,18.9,1197.0,82.0,7.0,HYUNDAI,0,0,0,0,0,1,1,1,0
2.8,60000,21.5,1248.0,88.8,11.0,MARUTI,1,0,1,0,0,0,1,1,0
3.75,48000,19.64,1461.0,108.45,11.0,RENAULT,0,0,1,0,0,0,1,1,0
3.9,40000,22.9,1248.0,74.0,11.0,MARUTI,1,0,1,0,0,0,1,1,0
5.75,11800,19.83,1198.0,67.0,4.0,DATSUN,1,0,0,0,0,1,1,0,1
6.75,57537,25.4,1186.0,73.97,6.0,HYUNDAI,0,0,1,0,0,0,1,1,0
3.5,80000,21.64,1461.0,84.8,11.0,NISSAN,1,0,1,0,0,0,1,1,0
5.99,25000,20.3,1199.0,84.0,5.0,TATA,1,0,0,0,0,1,1,1,0
4.25,72000,25.8,1498.0,98.6,8.0,HONDA,0,0,1,0,0,0,1,1,0
2.9,21980,20.51,998.0,67.04,9.0,MARUTI,1,0,0,0,0,1,1,1,0
1.5,15500,18.6,1199.0,79.4,13.0,CHEVROLET,1,0,0,0,0,1,1,1,0
1.8,120000,23.08,1461.0,63.1,12.0,NISSAN,1,0,1,0,0,0,1,1,0
7.7,60000,21.38,1396.0,88.7,7.0,HYUNDAI,0,0,1,0,0,0,1,1,0
5.35,53000,26.0,1498.0,98.6,8.0,HONDA,0,0,1,0,0,0,1,1,0
1.5,30000,19.7,796.0,46.3,14.0,MARUTI,1,0,0,0,0,1,1,1,0
3.25,5000,24.7,796.0,47.3,5.0,MARUTI,1,0,0,0,0,1,1,1,0
13.99,69000,14.16,1968.0,174.3,12.0,AUDI,0,0,1,0,0,0,0,1,0
8.5,65000,15.06,1995.0,177.0,11.0,BMW,0,0,1,0,0,0,0,1,0
2.5,80875,18.9,998.0,67.1,13.0,MARUTI,0,0,0,0,0,1,1,1,0
2.7,60000,19.4,1198.0,86.8,8.0,HONDA,1,0,0,0,0,1,1,1,0
8.0,35000,23.0,1498.0,98.96,6.0,FORD,1,0,1,0,0,0,1,1,0
4.5,85392,28.4,1248.0,74.0,9.0,MARUTI,0,0,1,0,0,0,1,1,0
9.8,45000,25.47,1248.0,88.5,4.0,MARUTI,1,0,1,0,0,0,1,0,1
3.2,110000,16.9,1197.0,82.0,9.0,HYUNDAI,1,0,0,0,0,1,0,1,0
2.1,25000,13.4,1794.0,125.0,17.0,TOYOTA,1,0,0,0,0,1,1,1,0
4.11,54000,18.6,1197.0,85.8,9.0,MARUTI,1,0,0,0,0,1,1,1,0
6.5,90000,20.77,1248.0,88.76,8.0,MARUTI,1,0,1,0,0,0,1,0,1
9.5,10000,18.27,998.0,118.35,4.0,HYUNDAI,1,0,0,0,0,1,1,1,0
3.7,47000,19.81,1086.0,68.05,7.0,HYUNDAI,1,0,0,0,0,1,1,1,0
0.95,120000,18.9,998.0,67.1,23.0,MARUTI,1,0,0,0,0,1,1,1,0
2.0,30000,15.5,1586.0,103.3,15.0,MARUTI,1,0,0,0,0,1,1,1,0
13.0,78000,17.6,2179.0,153.86,6.0,TATA,1,0,1,0,0,0,1,0,1
1.5,70000,25.0,1396.0,69.0,11.0,TATA,1,0,1,0,0,0,1,1,0
6.5,28779,21.66,1498.0,108.62,5.0,VOLKSWAGEN,0,0,1,0,0,0,1,1,0
5.98,15000,18.9,1197.0,81.86,4.0,HYUNDAI,1,0,0,0,0,1,1,1,0
7.3,3800,19.05,1199.0,84.82,3.0,TATA,1,0,0,0,0,1,1,1,0
8.75,10000,20.73,1373.0,91.1,5.0,MARUTI,1,0,0,0,0,1,1,1,0
6.7,2000,19.5,1199.0,88.76,4.0,HONDA,1,0,0,0,0,1,1,1,0
18.5,26800,15.17,1968.0,181.0,8.0,AUDI,0,0,1,0,0,0,0,1,0
1.15,50000,17.0,1086.0,5.0,17.0,HYUNDAI,0,0,0,0,0,1,1,1,0
3.3,20000,23.95,998.0,67.05,4.0,MARUTI,1,0,0,0,0,1,1,1,0
6.1,5000,21.4,1197.0,83.1,4.0,MARUTI,1,0,0,0,0,1,1,1,0
6.8,50907,26.59,1248.0,74.0,6.0,MARUTI,0,0,1,0,0,0,0,1,0
5.85,38000,26.59,1248.0,74.0,6.0,MARUTI,0,0,1,0,0,0,1,1,0
3.3,67000,25.8,1498.0,98.6,9.0,HONDA,0,0,1,0,0,0,1,1,0
9.5,9000,23.9,1582.0,126.2,4.0,HYUNDAI,0,0,1,0,0,0,1,1,0
3.5,25000,18.0,1198.0,86.7,8.0,HONDA,1,0,0,0,0,1,1,1,0
6.5,54000,25.8,1498.0,98.6,5.0,HONDA,0,0,1,0,0,0,1,1,0
6.75,127991,25.5,1498.0,98.6,6.0,HONDA,0,0,1,0,0,0,1,1,0
5.0,53215,22.95,1248.0,74.0,7.0,TATA,1,0,1,0,0,0,1,1,0
12.0,48964,18.48,17.0,5.0,11.0,BMW,0,0,1,0,0,0,0,1,0
5.3,26000,16.02,1373.0,93.7,9.0,MARUTI,0,0,0,0,0,1,1,0,1
4.85,288486,24.2,1498.0,98.6,8.0,HONDA,1,0,1,0,0,0,1,0,1
3.4,65123,17.8,1248.0,75.0,15.0,MARUTI,0,0,1,0,0,0,1,1,0
